"","ID","GALGAL","GOterm","fullgo"
"190","GALGAL_R00210","GALGAL_R00210",8,"GO:0005085; guanyl-nucleotide exchange factor activity; function GO:0005096; GTPase activator activity; function GO:0005515; protein binding; function GO:0007165; signal transduction; process GO:0007264; small GTPase mediated signal transduction; process GO:0017034; Rap guanyl-nucleotide exchange factor activity; function GO:0042127; regulation of cell proliferation; process GO:0043547; positive regulation of GTPase activity; process          NA"
"191","GALGAL_R00211",NA,NA,"                 NA"
"192","GALGAL_R00212","GALGAL_R00212",1,"GO:0005515; protein binding; function                 NA"
"193","GALGAL_R00213","GALGAL_R00213",4,"GO:0005506; iron ion binding; function GO:0008610; lipid biosynthetic process; process GO:0016491; oxidoreductase activity; function GO:0055114; oxidation-reduction process; process              NA"
"194","GALGAL_R00214","GALGAL_R00214",3,"GO:0004859; phospholipase inhibitor activity; function GO:0005509; calcium ion binding; function GO:0005544; calcium-dependent phospholipid binding; function               NA"
"195","GALGAL_R00215","GALGAL_R00215",2,"GO:0005515; protein binding; function GO:0051260; protein homooligomerization; process                NA"
"196","GALGAL_R00216",NA,NA,"                 NA"
"197","GALGAL_R00217","GALGAL_R00217",2,"GO:0009058; biosynthetic process; process GO:0030170; pyridoxal phosphate binding; function                NA"
"198","GALGAL_R00218",NA,NA,"                 NA"
"199","GALGAL_R00219",NA,NA,"                 NA"
"200","GALGAL_R00220","GALGAL_R00220",5,"GO:0005509; calcium ion binding; function GO:0005886; plasma membrane; component GO:0007155; cell adhesion; process GO:0007156; homophilic cell adhesion via plasma membrane adhesion molecules; process GO:0016020; membrane; component             NA"
"201","GALGAL_R00221","GALGAL_R00221",2,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function                NA"
"202","GALGAL_R00222","GALGAL_R00222",3,"GO:0006511; ubiquitin-dependent protein catabolic process; process GO:0016579; protein deubiquitination; process GO:0036459; thiol-dependent ubiquitinyl hydrolase activity; function               NA"
"203","GALGAL_R00223","GALGAL_R00223",2,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function                NA"
"204","GALGAL_R00224",NA,NA,"                 NA"
"205","GALGAL_R00225",NA,NA,"                 NA"
"206","GALGAL_R00226","GALGAL_R00226",1,"GO:0045162; clustering of voltage-gated sodium channels; process                 NA"
"207","GALGAL_R00227",NA,NA,"                 NA"
"208","GALGAL_R00228","GALGAL_R00228",7,"GO:0004672; protein kinase activity; function GO:0004674; protein serine/threonine kinase activity; function GO:0005515; protein binding; function GO:0005524; ATP binding; function GO:0005814; centriole; component GO:0006468; protein phosphorylation; process GO:0007099; centriole replication; process           NA"
"209","GALGAL_R00229",NA,NA,"                 NA"
"210","GALGAL_R00230","GALGAL_R00230",8,"GO:0003676; nucleic acid binding; function GO:0005524; ATP binding; function GO:0005622; intracellular; component GO:0006139; nucleobase-containing compound metabolic process; process GO:0006260; DNA replication; process GO:0006281; DNA repair; process GO:0008408; 3'-5' exonuclease activity; function GO:0043140; ATP-dependent 3'-5' DNA helicase activity; function          NA"
"211","GALGAL_R00231","GALGAL_R00231",2,"GO:0005515; protein binding; function GO:0007596; blood coagulation; process                NA"
"212","GALGAL_R00232",NA,NA,"                 NA"
"213","GALGAL_R00233","GALGAL_R00233",6,"GO:0004970; ionotropic glutamate receptor activity; function GO:0005216; ion channel activity; function GO:0005234; extracellularly glutamate-gated ion channel activity; function GO:0006811; ion transport; process GO:0016020; membrane; component GO:0038023; signaling receptor activity; function            NA"
"214","GALGAL_R00234","GALGAL_R00234",2,"GO:0005515; protein binding; function GO:0005524; ATP binding; function                NA"
"215","GALGAL_R00235","GALGAL_R00235",3,"GO:0006357; regulation of transcription by RNA polymerase II; process GO:0008013; beta-catenin binding; function GO:0016055; Wnt signaling pathway; process               NA"
"216","GALGAL_R00236","GALGAL_R00236",1,"GO:0004781; sulfate adenylyltransferase (ATP) activity; function                 NA"
"217","GALGAL_R00237",NA,NA,"                 NA"
"218","GALGAL_R00238",NA,NA,"                 NA"
"219","GALGAL_R00239",NA,NA,"                 NA"
"220","GALGAL_R00240","GALGAL_R00240",3,"GO:0004197; cysteine-type endopeptidase activity; function GO:0006508; proteolysis; process GO:0008234; cysteine-type peptidase activity; function               NA"
"221","GALGAL_R00241","GALGAL_R00241",3,"GO:0003824; catalytic activity; function GO:0005886; plasma membrane; component GO:0047390; glycerophosphocholine cholinephosphodiesterase activity; function               NA"
"222","GALGAL_R00242","GALGAL_R00242",3,"GO:0005198; structural molecule activity; function GO:0005923; bicellular tight junction; component GO:0016021; integral component of membrane; component               NA"
"223","GALGAL_R00243","GALGAL_R00243",1,"GO:0016787; hydrolase activity; function                 NA"
"224","GALGAL_R00244",NA,NA,"                 NA"
"225","GALGAL_R00245","GALGAL_R00245",1,"GO:0005515; protein binding; function                 NA"
"226","GALGAL_R00246","GALGAL_R00246",1,"GO:0005515; protein binding; function                 NA"
"227","GALGAL_R00247","GALGAL_R00247",3,"GO:0003824; catalytic activity; function GO:0004488; methylenetetrahydrofolate dehydrogenase (NADP+) activity; function GO:0055114; oxidation-reduction process; process               NA"
"228","GALGAL_R00248",NA,NA,"                 NA"
"229","GALGAL_R00249","GALGAL_R00249",3,"GO:0004672; protein kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process               NA"
"230","GALGAL_R00250","GALGAL_R00250",4,"GO:0005104; fibroblast growth factor receptor binding; function GO:0005576; extracellular region; component GO:0008083; growth factor activity; function GO:0008543; fibroblast growth factor receptor signaling pathway; process              NA"
"231","GALGAL_R00251","GALGAL_R00251",1,"GO:0008083; growth factor activity; function                 NA"
"232","GALGAL_R00252","GALGAL_R00252",3,"GO:0005085; guanyl-nucleotide exchange factor activity; function GO:0007264; small GTPase mediated signal transduction; process GO:0043547; positive regulation of GTPase activity; process               NA"
"233","GALGAL_R00253","GALGAL_R00253",2,"GO:0016020; membrane; component GO:0016772; transferase activity, transferring phosphorus-containing groups; function                NA"
"234","GALGAL_R00254","GALGAL_R00254",7,"GO:0004888; transmembrane signaling receptor activity; function GO:0004930; G-protein coupled receptor activity; function GO:0007166; cell surface receptor signaling pathway; process GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016020; membrane; component GO:0016021; integral component of membrane; component GO:0030246; carbohydrate binding; function           NA"
"235","GALGAL_R00255","GALGAL_R00255",4,"GO:0001558; regulation of cell growth; process GO:0005515; protein binding; function GO:0005520; insulin-like growth factor binding; function GO:0005576; extracellular region; component              NA"
"236","GALGAL_R00256",NA,NA,"                 NA"
"237","GALGAL_R00257","GALGAL_R00257",1,"GO:0005643; nuclear pore; component                 NA"
"238","GALGAL_R00258",NA,NA,"                 NA"
"239","GALGAL_R00259","GALGAL_R00259",1,"GO:0046872; metal ion binding; function                 NA"
"240","GALGAL_R00260",NA,NA,"                 NA"
"241","GALGAL_R00261","GALGAL_R00261",5,"GO:0005452; inorganic anion exchanger activity; function GO:0006820; anion transport; process GO:0008509; anion transmembrane transporter activity; function GO:0016020; membrane; component GO:0016021; integral component of membrane; component             NA"
"242","GALGAL_R00262","GALGAL_R00262",1,"GO:0005615; extracellular space; component                 NA"
"243","GALGAL_R00263",NA,NA,"                 NA"
"244","GALGAL_R00264","GALGAL_R00264",4,"GO:0005126; cytokine receptor binding; function GO:0005576; extracellular region; component GO:0005615; extracellular space; component GO:0006955; immune response; process              NA"
"245","GALGAL_R00265","GALGAL_R00265",8,"GO:0005216; ion channel activity; function GO:0005262; calcium channel activity; function GO:0005515; protein binding; function GO:0006811; ion transport; process GO:0016020; membrane; component GO:0016021; integral component of membrane; component GO:0055085; transmembrane transport; process GO:0070588; calcium ion transmembrane transport; process          NA"
"246","GALGAL_R00266","GALGAL_R00266",3,"GO:0005509; calcium ion binding; function GO:0005544; calcium-dependent phospholipid binding; function GO:0050819; negative regulation of coagulation; process               NA"
"247","GALGAL_R00267","GALGAL_R00267",4,"GO:0004930; G-protein coupled receptor activity; function GO:0004983; neuropeptide Y receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component              NA"
"248","GALGAL_R00268","GALGAL_R00268",2,"GO:0043124; negative regulation of I-kappaB kinase/NF-kappaB signaling; process GO:0071222; cellular response to lipopolysaccharide; process                NA"
"249","GALGAL_R00269","GALGAL_R00269",1,"GO:0005515; protein binding; function                 NA"
"250","GALGAL_R00270","GALGAL_R00270",2,"GO:0003676; nucleic acid binding; function GO:0005515; protein binding; function                NA"
"251","GALGAL_R00271","GALGAL_R00271",1,"GO:0007094; mitotic spindle assembly checkpoint; process                 NA"
"252","GALGAL_R00272","GALGAL_R00272",2,"GO:0005504; fatty acid binding; function GO:0008289; lipid binding; function                NA"
"253","GALGAL_R00273","GALGAL_R00273",2,"GO:0008152; metabolic process; process GO:0008484; sulfuric ester hydrolase activity; function                NA"
"254","GALGAL_R00274","GALGAL_R00274",5,"GO:0004252; serine-type endopeptidase activity; function GO:0005044; scavenger receptor activity; function GO:0005515; protein binding; function GO:0006508; proteolysis; process GO:0016020; membrane; component             NA"
"255","GALGAL_R00275","GALGAL_R00275",4,"GO:0004623; phospholipase A2 activity; function GO:0005509; calcium ion binding; function GO:0005576; extracellular region; component GO:0016042; lipid catabolic process; process              NA"
"256","GALGAL_R00276",NA,NA,"                 NA"
"257","GALGAL_R00277",NA,NA,"                 NA"
"258","GALGAL_R00278","GALGAL_R00278",4,"GO:0005506; iron ion binding; function GO:0016705; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; function GO:0020037; heme binding; function GO:0055114; oxidation-reduction process; process              NA"
"259","GALGAL_R00279","GALGAL_R00279",2,"GO:0016012; sarcoglycan complex; component GO:0016021; integral component of membrane; component                NA"
"260","GALGAL_R00280","GALGAL_R00280",5,"GO:0005096; GTPase activator activity; function GO:0005515; protein binding; function GO:0007165; signal transduction; process GO:0008289; lipid binding; function GO:0035023; regulation of Rho protein signal transduction; process             NA"
"261","GALGAL_R00281","GALGAL_R00281",1,"GO:0005515; protein binding; function                 NA"
"262","GALGAL_R00282","GALGAL_R00282",1,"GO:0009116; nucleoside metabolic process; process                 NA"
